orgao_emissor;tipo_de_documento;fornecedor_cnpj_cpf;fornecedor_nome_empresarial;numero;serie;sequencial;situacao;natureza;indicador_de_orcamento;data_de_emissao;data_de_recebimento;data_de_registro;valor_total_com_impostos;nota_fiscal_para_aglutinacao
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30615600;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-20;2025-01-02;2025-01-02;2990,48;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436544;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-19;2025-01-02;2025-01-02;41512,84;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30615200;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-19;2025-01-02;2025-01-02;3289,62;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436001;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;15956,01;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614323;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;1194,07;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202435987;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;7652,26;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614324;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;608,23;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436233;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;46136,46;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614558;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;3872,73;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436107;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;17669,11;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614504;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;1345,96;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436171;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;5216,11;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614683;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;499,74;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436178;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;989,77;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614648;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;152,14;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436116;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;10096,94;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614515;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;955,61;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202435978;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;9007,44;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614346;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;825,21;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202435937;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-16;2025-01-02;2025-01-02;35608,98;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614223;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-16;2025-01-02;2025-01-02;2820,31;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436899;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-20;2025-01-02;2025-01-02;45511,06;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30615631;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-20;2025-01-02;2025-01-02;3298,77;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436098;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;33548,22;Não
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;;02.936.819/0001-90;APICE HEALTHCARE EQUIPAMENTOS MEDICOS HOSPITALARES LTDA;571;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-27;2024-12-30;2025-01-02;8647,59;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614496;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;2474,25;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436115;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;26446,73;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614509;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;1909,85;Não
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;;58.295.213/0023-83;PHILIPS MEDICAL SYSTEMS LTDA;28112;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-09;2024-12-30;2025-01-02;3023,07;Não
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;;19.499.671/0001-77;MS SERVICOS DE MANUTENCAO LTDA;471;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-26;2024-12-30;2025-01-02;16795,69;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436565;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-19;2025-01-02;2025-01-02;16122,49;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30615161;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-19;2025-01-02;2025-01-02;1237,47;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436778;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-20;2025-01-02;2025-01-02;5775,16;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30615583;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-20;2025-01-02;2025-01-02;390,56;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436602;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-19;2025-01-02;2025-01-02;20887,1;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30615184;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-19;2025-01-02;2025-01-02;1475,89;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202435931;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-16;2025-01-02;2025-01-02;10177,23;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614224;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-16;2025-01-02;2025-01-02;781,74;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202435997;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;10347,33;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614325;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;825,21;Não
1260 - SECRETARIA DE ESTADO DE EDUCACAO;;46.584.977/0001-02;CRISTIANE PEREIRA LEANDRO 01567522637;48;;1;Completa - Recebimento definitivo;Consumo;Despesa extra orçamentária;2024-12-30;2025-01-02;2025-01-02;2652,3;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436185;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;11833,26;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614629;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;955,61;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436166;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;4732,12;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614614;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;412,95;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436209;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;5977,2;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614578;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;412,26;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436232;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;22147,18;Não
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;;01.744.153/0001-06;PAVIDEZ ENGENHARIA LTDA;202505;;1;Completa;Serviço;Despesa extra orçamentária;2025-01-02;2025-01-02;2025-01-02;845000,0;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614615;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;1649,72;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436169;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;16721,54;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614630;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;1302,56;Não
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;;01.744.153/0001-06;PAVIDEZ ENGENHARIA LTDA;202506;;1;Completa;Serviço;Despesa extra orçamentária;2025-01-02;2025-01-02;2025-01-02;222188,8;Não
1320 - SECRETARIA DE ESTADO DA SAUDE;;22.613.208/0001-19;DEDETIZADORA ITABIRITO LTDA;6427;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-24;2025-01-02;2025-01-02;5231,0;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436143;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;9110,09;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614560;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-18;2025-01-02;2025-01-02;825,21;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436119;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;10429,6;Não
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;;22.148.707/0001-82;SPEEDMAIS SOLUCOES LTDA;3011;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-30;2024-12-30;2025-01-02;106466,14;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614537;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;825,21;Não
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;;01.744.153/0001-06;PAVIDEZ ENGENHARIA LTDA;202507;;1;Completa;Serviço;Despesa orçamentária;2025-01-02;2025-01-02;2025-01-02;3231308,87;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436093;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;5977,2;Não
1090 - PROCURADORIA GERAL DE JUSTICA;;***.322.356-**;ROBSON BATISTA COLARES;202412;;1;Completa;Serviço;Despesa extra orçamentária;2025-01-02;2025-01-02;2025-01-02;4953,87;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614492;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;412,26;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436099;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;39578,86;Não
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;;02.535.707/0001-28;DRAGER INDUSTRIA E COMERCIO LTDA.;46020;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-20;2024-12-30;2025-01-02;1259,25;Não
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;;26.245.370/0001-82;BIO PROLAB LABORATORIO DE CONTROLE DE QUALIDADE LTDA;20242534;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-30;2024-12-30;2025-01-02;6916,66;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614502;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;3211,45;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436096;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;12915,08;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614505;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;954,93;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436120;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;9007,44;Não
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;;83.483.230/0001-86;SELBETTI TECNOLOGIA S.A.;140757;A1;1;Completa;Serviço;Despesa extra orçamentária;2024-12-20;2024-12-27;2025-01-02;11580,72;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614542;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;825,21;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436732;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-20;2025-01-02;2025-01-02;14010,51;Não
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;;83.483.230/0001-86;SELBETTI TECNOLOGIA S.A.;801288;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-20;2024-12-27;2025-01-02;64085,54;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30615580;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-20;2025-01-02;2025-01-02;1172,95;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202435900;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-16;2025-01-02;2025-01-02;10465,24;Não
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;;49.520.521/0001-69;INTERMED EQUIPAMENTO MEDICO HOSPITALAR LTDA;6463;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-27;2024-12-30;2025-01-02;2260,4;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614190;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-16;2025-01-02;2025-01-02;825,21;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436118;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;4624,27;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30614511;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-17;2025-01-02;2025-01-02;412,95;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436563;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-19;2025-01-02;2025-01-02;4624,27;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30615162;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-19;2025-01-02;2025-01-02;412,95;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202436729;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-20;2025-01-02;2025-01-02;4732,12;Não
1320 - SECRETARIA DE ESTADO DA SAUDE;;28.964.042/0001-61;ZAP MUSIC E DEDETIZADORA LTDA;20251;;1;Completa;Serviço;Despesa orçamentária;2025-01-02;2025-01-02;2025-01-02;4990,0;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;30615599;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-20;2025-01-02;2025-01-02;412,95;Não
1250 - POLICIA MILITAR DE MINAS GERAIS;;02.966.317/0002-93;STRYKER DO BRASIL LTDA.;194444;;1;Completa - Recebimento definitivo;Consumo;Despesa extra orçamentária;2024-12-23;2025-01-02;2025-01-02;14043,31;Não
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;;01.744.153/0001-06;PAVIDEZ ENGENHARIA LTDA;202508;;1;Completa;Serviço;Despesa extra orçamentária;2025-01-02;2025-01-02;2025-01-02;2931151,67;Não
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;;29.262.052/0002-07;FEDERACAO NACIONAL DE EDUCACAO E INTEGRACAO DOS SURDOS;2024595;;1;Completa;Serviço;Despesa extra orçamentária;2024-12-20;2024-12-23;2025-01-02;205924,37;Não
